"Year <div style=""width:30px"" div>","Citation <div style=""width:350px"" div>",DOI,"UMN shared drive <div style=""width:150px"" div>","Data <div style=""width:150px"" div>",Code
2015,"Cavender-Bares J., et al. 2015. Phylogeny and biogeography of the American live oaks (Quercus subsection Virentes): a genomic and population genetics approach. Molecular Ecology 24: 3668-3687",[10.1111/mec.13269](https://onlinelibrary.wiley.com/doi/10.1111/mec.13269),Path: Lab-cavender > 4_Project_Folders > Live Oaks > Live oak phylogeography II,"[RADseq](https://www.ncbi.nlm.nih.gov/sra/?term=PRJNA277574), [Accession #s](https://drive.google.com/file/d/18K6xfZ8V71S3T3J_FIAjbsUZGAdEv5Sf/view?usp=sharing) on [GenBank](https://www.ncbi.nlm.nih.gov/genbank/), [Dryad](https://datadryad.org/stash/dataset/doi:10.5061/dryad.855pg)",     &nbsp;
